race,driver,pit_stop,lap_time
841,Alguersuari,26898,133879
841,Alguersuari,24463,117713
841,Alguersuari,26348,118520
842,Alguersuari,23584,116329
842,Alguersuari,22888,111898
843,Alguersuari,22419,111745
844,Alguersuari,22713,99363
844,Alguersuari,21826,94648
844,Alguersuari,21986,93371
844,Alguersuari,21931,96953
845,Alguersuari,20741,97136
845,Alguersuari,20872,95541
845,Alguersuari,21019,97303
845,Alguersuari,23143,94318
846,Alguersuari,25907,100391
846,Alguersuari,27550,101248
847,Alguersuari,26045,123011
847,Alguersuari,24863,112317
847,Alguersuari,23338,104460
848,Alguersuari,21391,122776
848,Alguersuari,21103,122189
849,Alguersuari,24719,108377
849,Alguersuari,24095,96197
850,Alguersuari,21062,102739
850,Alguersuari,21689,100794
851,Alguersuari,23734,102668
851,Alguersuari,22552,92709
851,Alguersuari,21345,94679
853,Alguersuari,21988,94230
853,Alguersuari,22279,92363
854,Alguersuari,30948,129761
854,Alguersuari,24299,123611
854,Alguersuari,31836,128484
855,Alguersuari,21792,105921
855,Alguersuari,22584,103264
856,Alguersuari,22301,139859
856,Alguersuari,22325,107519
857,Alguersuari,22856,94750
857,Alguersuari,23084,93063
858,Alguersuari,43574,110525
858,Alguersuari,21363,108893
859,Alguersuari,22773,84220
859,Alguersuari,21855,83774
841,Schumacher,25021,161428
841,Schumacher,23988,117213
842,Schumacher,22576,114370
842,Schumacher,22261,110291
842,Schumacher,22227,112297
843,Schumacher,20522,109461
843,Schumacher,21964,108333
843,Schumacher,21400,106676
844,Schumacher,30182,97601
844,Schumacher,20907,96246
844,Schumacher,20379,94210
844,Schumacher,20597,93110
845,Schumacher,20084,94990
845,Schumacher,20487,93631
845,Schumacher,20451,92641
846,Schumacher,35084,111382
847,Schumacher,24472,110361
847,Schumacher,24196,123578
847,Schumacher,22832,133451
847,Schumacher,22869,100827
848,Schumacher,21201,122847
848,Schumacher,30665,147804
848,Schumacher,21168,122008
849,Schumacher,30242,120764
849,Schumacher,31751,99067
849,Schumacher,24651,95755
850,Schumacher,20768,102283
850,Schumacher,20299,100786
850,Schumacher,19930,99016
851,Schumacher,21948,102324
851,Schumacher,20071,92076
852,Schumacher,20153,120908
852,Schumacher,20226,134369
852,Schumacher,21319,118083
853,Schumacher,22709,94101
853,Schumacher,22014,91041
854,Schumacher,29610,126645
854,Schumacher,29473,124926
855,Schumacher,20667,104559
855,Schumacher,22570,114925
855,Schumacher,20879,100798
856,Schumacher,20238,109468
857,Schumacher,20893,95283
857,Schumacher,21482,91145
858,Schumacher,19660,111719
858,Schumacher,20638,106948
859,Schumacher,25481,125881
859,Schumacher,20782,82979
859,Schumacher,21373,81604
861,Schumacher,24831,142835
861,Schumacher,24094,134153
861,Schumacher,22163,118968
862,Schumacher,21746,108697
863,Schumacher,21979,104296
863,Schumacher,22105,104459
863,Schumacher,22192,102430
864,Schumacher,20113,93268
865,Schumacher,25117,97992
866,Schumacher,21807,95057
866,Schumacher,22524,96115
867,Schumacher,20477,125247
867,Schumacher,20041,118497
868,Schumacher,25938,97353
868,Schumacher,25552,96484
869,Schumacher,18497,84904
869,Schumacher,17928,84146
869,Schumacher,18163,82538
870,Schumacher,21336,111767
870,Schumacher,13199,92612
870,Schumacher,20503,92001
871,Schumacher,21664,121927
871,Schumacher,20835,119584
872,Schumacher,22247,94370
872,Schumacher,22310,92876
873,Schumacher,30338,145578
873,Schumacher,30879,125997
874,Schumacher,20643,104958
874,Schumacher,20379,101275
875,Schumacher,20087,112102
875,Schumacher,20276,109654
876,Schumacher,25036,151343
876,Schumacher,21322,94165
877,Schumacher,19701,110730
877,Schumacher,21270,145381
878,Schumacher,22263,106816
878,Schumacher,21297,102478
879,Schumacher,25980,102939
879,Schumacher,22486,102792
879,Schumacher,22243,93129
879,Schumacher,21827,97901
841,Webber,23426,114995
841,Webber,22520,111733
841,Webber,26230,113490
842,Webber,22572,109035
842,Webber,21991,108908
842,Webber,22069,105969
842,Webber,22161,105367
843,Webber,23442,113841
843,Webber,21132,108332
843,Webber,21091,105725
844,Webber,21050,94625
844,Webber,20421,94779
844,Webber,20843,93320
844,Webber,22087,91398
845,Webber,20881,94633
845,Webber,20079,93220
845,Webber,20279,92309
845,Webber,19984,92310
846,Webber,37735,113935
846,Webber,26269,99484
847,Webber,29546,128420
847,Webber,22402,106795
847,Webber,22770,102968
848,Webber,20465,114400
848,Webber,20319,112466
848,Webber,20367,112072
849,Webber,23973,108704
849,Webber,25490,96771
849,Webber,23785,94503
850,Webber,20440,101232
850,Webber,21299,98909
850,Webber,20324,97546
851,Webber,20854,104198
851,Webber,20000,90866
851,Webber,20673,91080
851,Webber,21122,104418
851,Webber,20715,96061
852,Webber,21015,121062
852,Webber,20947,117468
854,Webber,30462,125738
854,Webber,31204,124803
854,Webber,30413,120274
855,Webber,21820,103538
855,Webber,21369,101874
855,Webber,21455,101271
856,Webber,20828,110228
856,Webber,20800,108323
857,Webber,21392,94486
857,Webber,21240,92925
858,Webber,25182,107920
858,Webber,20000,106305
858,Webber,19525,104698
859,Webber,20755,82827
859,Webber,20990,81070
859,Webber,20781,80419
860,Webber,23302,113152
860,Webber,22915,125400
861,Webber,24569,139793
861,Webber,26337,131916
861,Webber,23195,117996
862,Webber,20471,107728
862,Webber,20474,108465
862,Webber,20377,107533
863,Webber,22236,104609
863,Webber,22649,103554
863,Webber,21705,102243
864,Webber,20119,94893
864,Webber,24864,98688
864,Webber,20129,94021
865,Webber,25566,98433
866,Webber,21199,94226
866,Webber,21254,91501
867,Webber,20246,119687
867,Webber,20222,115249
868,Webber,25179,94629
868,Webber,25854,97855
869,Webber,18253,85789
869,Webber,17290,84170
870,Webber,19611,90735
870,Webber,19175,89911
870,Webber,19386,88458
871,Webber,20908,122297
871,Webber,20385,119790
872,Webber,21556,93987
873,Webber,29304,123886
873,Webber,29348,151313
873,Webber,29333,124268
874,Webber,32462,173742
874,Webber,20691,101984
875,Webber,19811,110888
875,Webber,19616,108950
876,Webber,20808,94166
877,Webber,19066,109204
879,Webber,23127,95443
879,Webber,21232,92463
879,Webber,21006,97003
880,Webber,24240,116041
880,Webber,21717,112317
880,Webber,21515,110332
881,Webber,21010,118563
881,Webber,20736,106652
881,Webber,20883,105048
881,Webber,20767,104754
882,Webber,21287,119567
882,Webber,26956,110576
883,Webber,21798,105003
883,Webber,21221,104622
883,Webber,21031,103009
884,Webber,19668,94076
884,Webber,19151,94818
884,Webber,19170,95220
884,Webber,18931,93741
885,Webber,24316,96822
886,Webber,20716,93646
886,Webber,22709,92569
887,Webber,31448,96763
887,Webber,24781,95085
887,Webber,24473,115744
888,Webber,162042,100092
888,Webber,19991,118894
888,Webber,19921,99947
890,Webber,21762,91605
890,Webber,22349,89077
890,Webber,22022,88367
891,Webber,23004,119890
891,Webber,23477,119136
892,Webber,24205,93496
893,Webber,28909,120472
893,Webber,29031,120922
894,Webber,22587,111363
894,Webber,22718,108597
894,Webber,23490,162547
895,Webber,23617,101502
895,Webber,22774,99982
895,Webber,23094,98820
896,Webber,23487,94164
896,Webber,23459,93401
897,Webber,21175,109652
897,Webber,21911,108251
898,Webber,23537,104515
899,Webber,25012,83733
899,Webber,26718,83264
841,Alonso,23251,112624
841,Alonso,24733,113552
841,Alonso,24181,110315
842,Alonso,23152,108800
842,Alonso,23894,106769
842,Alonso,23812,106315
842,Alonso,27182,110259
843,Alonso,22524,109177
843,Alonso,21251,108052
844,Alonso,21308,94061
844,Alonso,21732,93642
844,Alonso,21702,92725
844,Alonso,21379,91166
845,Alonso,20567,92825
845,Alonso,20238,92615
845,Alonso,20738,92309
845,Alonso,20380,92837
846,Alonso,25352,98603
846,Alonso,31382,116080
847,Alonso,23893,110039
847,Alonso,26348,119412
847,Alonso,26129,110345
848,Alonso,21477,120967
848,Alonso,20551,118760
848,Alonso,20136,117542
849,Alonso,26566,107628
849,Alonso,23974,95551
849,Alonso,23474,93391
850,Alonso,20430,100190
850,Alonso,20035,98281
850,Alonso,19975,97993
851,Alonso,22886,101533
851,Alonso,23208,90740
851,Alonso,19936,88830
851,Alonso,20126,93360
852,Alonso,20994,118283
852,Alonso,21243,117306
853,Alonso,22539,92944
853,Alonso,21989,91064
854,Alonso,30621,128661
854,Alonso,30387,122131
854,Alonso,29972,122634
855,Alonso,21147,102254
855,Alonso,21319,101518
855,Alonso,20731,99683
856,Alonso,20978,113428
856,Alonso,20639,107079
857,Alonso,21873,93595
857,Alonso,21755,91756
858,Alonso,20211,107723
858,Alonso,21314,106530
859,Alonso,20773,82074
859,Alonso,20664,81167
859,Alonso,20752,81191
860,Alonso,22035,110958
860,Alonso,21910,111326
861,Alonso,24653,138201
861,Alonso,22864,129415
861,Alonso,22534,117722
862,Alonso,20136,106964
862,Alonso,20024,105765
862,Alonso,20296,108091
863,Alonso,22094,104975
863,Alonso,23449,103696
863,Alonso,23207,101932
864,Alonso,19456,93158
864,Alonso,20028,93382
864,Alonso,20105,91560
865,Alonso,25220,96242
866,Alonso,21133,93080
867,Alonso,19789,119822
867,Alonso,20718,128369
868,Alonso,25372,96875
868,Alonso,24998,94739
869,Alonso,17570,84523
869,Alonso,17942,82863
870,Alonso,19669,90995
870,Alonso,19365,90995
872,Alonso,21515,94045
873,Alonso,29190,123064
873,Alonso,29557,124339
875,Alonso,19930,110346
875,Alonso,20090,108586
876,Alonso,20800,93797
877,Alonso,19368,110021
878,Alonso,24439,105411
879,Alonso,22472,99105
879,Alonso,23000,93769
879,Alonso,21862,99551
880,Alonso,21792,111303
880,Alonso,21606,111191
880,Alonso,21704,109336
882,Alonso,19719,110122
882,Alonso,20521,106689
882,Alonso,21012,105948
883,Alonso,23055,105280
883,Alonso,21436,122473
883,Alonso,21123,103788
883,Alonso,21189,102774
884,Alonso,18909,93676
884,Alonso,19952,93417
884,Alonso,19519,93318
884,Alonso,18471,92066
885,Alonso,24489,96844
886,Alonso,20512,93893
886,Alonso,20636,90971
887,Alonso,24572,98899
887,Alonso,24789,95720
887,Alonso,25018,94386
888,Alonso,20199,100579
888,Alonso,19539,109719
888,Alonso,19476,97886
890,Alonso,21599,91566
890,Alonso,22249,92399
890,Alonso,21753,88965
891,Alonso,22631,119884
891,Alonso,22444,118948
892,Alonso,24208,93256
893,Alonso,29176,136904
893,Alonso,29436,120465
894,Alonso,22208,113917
894,Alonso,22807,111246
895,Alonso,22645,102303
895,Alonso,22839,99602
896,Alonso,29800,98865
896,Alonso,23595,94148
896,Alonso,24066,93354
897,Alonso,21530,112085
897,Alonso,21453,108424
898,Alonso,23817,104314
899,Alonso,22755,83948
899,Alonso,22732,83084
900,Alonso,22887,139525
900,Alonso,21978,112828
901,Alonso,24466,112322
901,Alonso,24222,111206
901,Alonso,24641,111264
902,Alonso,25770,105825
902,Alonso,24576,104754
902,Alonso,24493,121327
903,Alonso,22776,109932
903,Alonso,22947,108660
904,Alonso,21970,97187
904,Alonso,22014,96245
904,Alonso,21664,94654
905,Alonso,26499,115025
906,Alonso,23932,97301
906,Alonso,23790,95796
907,Alonso,21234,79262
907,Alonso,21276,77742
908,Alonso,34410,100083
909,Alonso,19174,86240
909,Alonso,19032,87133
909,Alonso,19308,87085
910,Alonso,22253,135334
910,Alonso,21634,91916
911,Alonso,28920,120692
911,Alonso,22974,120647
912,Alonso,24913,95198
913,Alonso,28991,145110
913,Alonso,28912,122262
913,Alonso,28810,121033
915,Alonso,35112,109712
916,Alonso,24601,106222
916,Alonso,24133,105709
917,Alonso,23278,82199
917,Alonso,23134,81131
917,Alonso,23077,81597
918,Alonso,21619,111146
918,Alonso,22068,110372
927,Alonso,25222,138361
928,Alonso,23238,111064
928,Alonso,23345,111416
929,Alonso,25370,106103
929,Alonso,24878,104509
930,Alonso,23728,97703
931,Alonso,30345,103473
932,Alonso,23553,96685
934,Alonso,71178,123113
934,Alonso,28703,100414
934,Alonso,32593,109490
936,Alonso,21567,92306
936,Alonso,22300,92104
936,Alonso,23162,112333
936,Alonso,16796,151240
936,Alonso,16879,144712
937,Alonso,22973,124154
937,Alonso,26103,127629
937,Alonso,23191,121603
938,Alonso,24330,95756
938,Alonso,19374,97715
939,Alonso,34237,121719
940,Alonso,23640,104819
940,Alonso,23767,103934
941,Alonso,29539,140694
942,Alonso,31987,171512
942,Alonso,24631,117493
942,Alonso,25405,109447
944,Alonso,22981,83505
944,Alonso,23218,85414
944,Alonso,23810,83827
945,Alonso,44990,128168
945,Alonso,16128,112270
945,Alonso,22246,112379
945,Alonso,22377,111481
948,Alonso,21796,112637
950,Alonso,22874,110981
950,Alonso,22927,108515
951,Alonso,29751,108159
952,Alonso,21795,95412
952,Alonso,22987,95550
953,Alonso,25512,115471
953,Alonso,26836,107748
954,Alonso,27952,101054
955,Alonso,20282,119313
955,Alonso,20654,115663
956,Alonso,21924,76877
956,Alonso,22879,83250
956,Alonso,16764,95480
956,Alonso,18194,121943
957,Alonso,32374,157745
957,Alonso,28799,110265
957,Alonso,28936,97719
958,Alonso,22099,89720
958,Alonso,21897,88912
959,Alonso,19258,87462
959,Alonso,19440,85360
959,Alonso,19127,84763
960,Alonso,22451,119771
961,Alonso,26843,93722
961,Alonso,23694,93266
961,Alonso,24082,91473
962,Alonso,24649,167051
962,Alonso,29401,120492
962,Alonso,30381,119950
963,Alonso,25195,142950
963,Alonso,24061,104824
963,Alonso,23920,124315
964,Alonso,22786,103007
964,Alonso,23032,101744
965,Alonso,23683,107417
965,Alonso,25300,111329
966,Alonso,22461,88726
966,Alonso,25171,88046
967,Alonso,24821,99131
968,Alonso,22428,111285
968,Alonso,22248,108222
969,Alonso,22484,109469
970,Alonso,24250,145244
970,Alonso,17304,150670
970,Alonso,17302,164550
970,Alonso,17302,156353
971,Alonso,24922,119793
971,Alonso,24723,100935
973,Alonso,22690,92020
973,Alonso,23354,92387
973,Alonso,22923,90438
975,Alonso,23526,95669
976,Alonso,21217,138994
976,Alonso,15104,148933
978,Alonso,28269,95878
979,Alonso,22399,86452
980,Alonso,24158,117835
981,Alonso,24442,91391
982,Alonso,36900,198776
982,Alonso,29306,198589
982,Alonso,25626,189212
983,Alonso,25798,102224
984,Alonso,24636,99780
985,Alonso,23796,102135
986,Alonso,22655,111988
987,Alonso,18487,118369
987,Alonso,17770,138727
987,Alonso,17716,131228
987,Alonso,23342,79116
988,Alonso,22541,106907
989,Alonso,22573,140530
990,Alonso,24993,100167
990,Alonso,24581,99378
991,Alonso,24110,105351
992,Alonso,56710,198104
992,Alonso,21371,150376
993,Alonso,21721,86572
994,Alonso,24241,96370
995,Alonso,23099,93312
996,Alonso,25789,175624
996,Alonso,24788,121625
997,Alonso,21588,93710
998,Alonso,28669,95481
998,Alonso,28085,105571
999,Alonso,18956,85804
999,Alonso,21119,82487
999,Alonso,20927,93566
1000,Alonso,21795,85687
1003,Alonso,29922,115275
1004,Alonso,30348,109256
1005,Alonso,27454,100439
1008,Alonso,33753,79943
1008,Alonso,23046,79564
1009,Alonso,21726,109095
1052,Alonso,24373,100308
1052,Alonso,24775,100108
1053,Alonso,30864,96599
1054,Alonso,21452,121115
1054,Alonso,21621,138877
1054,Alonso,26442,88031
1055,Alonso,22043,88466
1055,Alonso,23479,91873
1056,Alonso,23803,94415
1057,Alonso,20168,114515
1057,Alonso,19983,164922
1057,Alonso,15432,138391
1059,Alonso,31288,121622
1058,Alonso,21131,75012
1060,Alonso,22663,74052
1061,Alonso,29743,93490
1062,Alonso,21523,85494
1064,Alonso,19018,80105
1065,Alonso,24797,92110
1066,Alonso,30157,105367
1066,Alonso,30702,139378
1067,Alonso,29116,97424
1069,Alonso,23576,104494
1069,Alonso,23844,102779
1069,Alonso,23314,101448
1070,Alonso,23985,85985
1071,Alonso,17751,120143
1071,Alonso,17705,132589
1071,Alonso,24375,79796
1051,Alonso,25991,109161
1072,Alonso,20405,130761
1072,Alonso,21097,97519
1073,Alonso,21304,117817
1074,Alonso,25365,104265
1074,Alonso,24909,102836
1074,Alonso,24508,102925
1075,Alonso,21543,118830
1076,Alonso,18796,122407
1076,Alonso,18394,100863
1078,Alonso,21638,101221
1079,Alonso,22375,94566
1079,Alonso,21914,93694
1079,Alonso,25407,91991
1080,Alonso,24526,109636
1081,Alonso,20571,116303
1082,Alonso,23779,95395
1082,Alonso,25139,124106
1083,Alonso,28733,93751
1083,Alonso,28841,115176
1084,Alonso,21552,75819
1084,Alonso,21827,80896
1084,Alonso,24252,112629
1085,Alonso,36524,128758
1086,Alonso,22083,87782
1087,Alonso,22641,119751
1087,Alonso,23954,119470
1088,Alonso,19578,80795
1088,Alonso,21501,91663
1088,Alonso,15762,107501
1092,Alonso,396837,180255
1092,Alonso,24106,112739
1092,Alonso,24123,111629
1093,Alonso,23870,123212
1093,Alonso,39707,138743
1094,Alonso,23159,89420
1095,Alonso,23478,81551
1095,Alonso,28855,81022
1095,Alonso,23790,84572
1096,Alonso,21740,94941
841,Massa,23842,114060
841,Massa,24500,113740
841,Massa,24095,113006
842,Massa,29224,110942
842,Massa,22541,107718
842,Massa,22893,105772
843,Massa,21624,109381
843,Massa,21168,107164
844,Massa,22022,95003
844,Massa,21322,96419
844,Massa,23471,94298
844,Massa,26685,92598
845,Massa,20800,96365
845,Massa,21635,93836
845,Massa,22419,94786
846,Massa,26615,101786
847,Massa,24886,120035
847,Massa,22742,106957
847,Massa,22560,101817
847,Massa,28346,123375
848,Massa,20718,121595
848,Massa,25537,125498
848,Massa,20404,119174
849,Massa,24159,106807
849,Massa,23929,96118
849,Massa,23238,95094
850,Massa,20344,100979
850,Massa,20185,99032
850,Massa,21903,97670
851,Massa,22293,105735
851,Massa,21138,91912
851,Massa,22453,91389
851,Massa,21157,90378
852,Massa,22267,120222
852,Massa,21856,119313
852,Massa,21485,117370
853,Massa,21821,93483
853,Massa,22148,91331
854,Massa,30290,125923
854,Massa,32351,169506
854,Massa,30478,124922
854,Massa,30983,122553
855,Massa,21313,103299
855,Massa,21214,101916
855,Massa,21100,100610
856,Massa,23642,111397
856,Massa,21080,106310
857,Massa,21848,93389
857,Massa,14919,93278
857,Massa,27619,105134
858,Massa,20471,108620
858,Massa,20035,107847
859,Massa,21696,83942
859,Massa,21053,81349
860,Massa,22313,113934
860,Massa,22528,115749
860,Massa,22103,136302
861,Massa,24034,135860
861,Massa,24420,133075
861,Massa,23130,125785
861,Massa,26934,120795
862,Massa,20051,106585
862,Massa,20250,108838
863,Massa,23557,104501
863,Massa,21963,104844
863,Massa,21938,102731
864,Massa,20130,94439
864,Massa,13259,94250
864,Massa,19699,103661
864,Massa,22645,91728
865,Massa,24993,98762
866,Massa,21128,94172
866,Massa,21115,94347
867,Massa,20498,121209
867,Massa,20126,120409
867,Massa,39041,159636
867,Massa,20476,122377
868,Massa,25325,97673
868,Massa,25110,95133
869,Massa,23049,106843
869,Massa,19137,86172
869,Massa,19680,84020
870,Massa,19981,92016
870,Massa,19917,90749
871,Massa,20306,121087
871,Massa,21049,119113
872,Massa,22161,95683
873,Massa,29455,149844
873,Massa,31958,174254
873,Massa,29403,125925
874,Massa,20936,101467
874,Massa,20778,101684
875,Massa,20607,110509
875,Massa,20855,108930
876,Massa,21100,94239
877,Massa,19585,120720
878,Massa,21520,103925
879,Massa,22596,106001
879,Massa,21680,91332
879,Massa,22427,98494
880,Massa,21754,111726
880,Massa,21511,110518
880,Massa,21509,109786
881,Massa,22403,123207
881,Massa,21635,107590
881,Massa,21561,107951
881,Massa,20970,105228
882,Massa,20753,110262
882,Massa,20027,109712
882,Massa,19449,107229
883,Massa,21665,105549
883,Massa,21722,110493
883,Massa,21569,102839
883,Massa,27757,106903
884,Massa,19490,93822
884,Massa,19373,93494
884,Massa,19326,93762
884,Massa,19001,92634
885,Massa,25331,102613
886,Massa,20473,93572
886,Massa,20372,92757
887,Massa,35210,165299
887,Massa,24680,122101
887,Massa,24400,97436
887,Massa,24872,121056
890,Massa,23012,92109
890,Massa,21753,92659
890,Massa,21612,89845
891,Massa,22872,120641
891,Massa,22634,119612
892,Massa,24692,93516
893,Massa,29136,140805
893,Massa,29573,119000
893,Massa,29040,121403
894,Massa,22474,113499
894,Massa,22401,111083
895,Massa,22946,102360
895,Massa,22871,101210
895,Massa,17822,99964
896,Massa,23579,95208
896,Massa,23332,94118
897,Massa,21485,111518
897,Massa,22315,109288
898,Massa,23936,105097
898,Massa,24116,103721
899,Massa,22342,83674
899,Massa,17367,82604
899,Massa,22655,83761
901,Massa,24637,112963
901,Massa,24577,111871
901,Massa,24526,110227
902,Massa,24528,106713
902,Massa,25896,106906
902,Massa,24575,103376
903,Massa,78277,109982
903,Massa,23830,110858
904,Massa,22890,97767
904,Massa,22381,96478
904,Massa,22304,96248
905,Massa,24264,98715
906,Massa,27949,102493
906,Massa,24012,96845
907,Massa,21896,78985
907,Massa,22096,77951
910,Massa,22851,107870
910,Massa,22111,109035
910,Massa,22278,92243
911,Massa,23945,123712
911,Massa,24083,121765
911,Massa,23224,120016
912,Massa,24323,94820
913,Massa,29578,122522
913,Massa,29006,121666
914,Massa,24374,119599
914,Massa,24930,119884
915,Massa,29912,120434
915,Massa,30278,110054
916,Massa,24488,105787
916,Massa,25456,105079
917,Massa,23220,81383
917,Massa,30084,82366
917,Massa,26918,82074
918,Massa,22054,110089
918,Massa,22040,109520
926,Massa,22062,111561
927,Massa,25831,133180
927,Massa,24788,112639
927,Massa,26971,108948
928,Massa,23145,110535
928,Massa,23317,109550
929,Massa,24894,105864
929,Massa,25017,106002
930,Massa,22139,96684
930,Massa,22629,96249
930,Massa,22257,97032
931,Massa,42934,171051
931,Massa,24970,99805
931,Massa,24395,119733
932,Massa,23912,96417
933,Massa,22447,77152
934,Massa,29369,97901
934,Massa,31948,120875
936,Massa,27936,93041
936,Massa,21915,93361
936,Massa,16823,127878
936,Massa,16818,145548
936,Massa,21502,93557
937,Massa,23282,122936
937,Massa,23655,149690
938,Massa,25207,94307
939,Massa,31380,121237
939,Massa,29907,155737
939,Massa,24415,128568
940,Massa,34166,202315
940,Massa,26735,103779
940,Massa,24670,102513
941,Massa,30741,107974
942,Massa,24646,116413
943,Massa,22849,88499
943,Massa,23086,102835
944,Massa,23887,82419
944,Massa,23927,83925
944,Massa,23401,81728
945,Massa,22851,110729
945,Massa,22710,110710
948,Massa,21550,111982
949,Massa,24093,102431
949,Massa,24236,104024
950,Massa,22124,109515
950,Massa,23349,107755
951,Massa,29551,109401
951,Massa,30065,107718
952,Massa,21384,95902
952,Massa,22568,95565
952,Massa,21831,95295
953,Massa,24934,113600
953,Massa,25182,107942
954,Massa,22925,95026
955,Massa,19445,117456
955,Massa,19858,114198
956,Massa,21097,77542
956,Massa,17388,95719
956,Massa,19015,121539
956,Massa,21231,74776
957,Massa,29243,117346
957,Massa,29403,109223
957,Massa,29346,97902
958,Massa,21793,91594
958,Massa,22366,91250
959,Massa,18590,88605
959,Massa,36395,86563
960,Massa,22484,125596
960,Massa,22515,120387
961,Massa,23940,93176
961,Massa,23822,93334
962,Massa,25929,173116
962,Massa,28682,120595
962,Massa,29578,119310
962,Massa,29903,119797
963,Massa,23528,148661
963,Massa,24425,107349
963,Massa,23778,106704
964,Massa,22463,103225
965,Massa,24093,106278
965,Massa,23903,107135
965,Massa,23464,105957
966,Massa,21863,88743
967,Massa,29421,97856
967,Massa,29754,119725
968,Massa,21775,108996
968,Massa,21539,109282
969,Massa,21568,107482
970,Massa,23123,147030
970,Massa,17324,154431
970,Massa,17321,167076
970,Massa,17377,161721
970,Massa,23451,104510
970,Massa,22517,108316
971,Massa,25704,112914
971,Massa,24240,99181
972,Massa,29923,105368
972,Massa,29920,104341
973,Massa,40612,115686
973,Massa,22292,91791
973,Massa,23066,108875
974,Massa,24353,95484
974,Massa,25123,102681
976,Massa,21453,127072
976,Massa,15033,144439
977,Massa,20977,72702
978,Massa,27583,94160
980,Massa,22667,117281
980,Massa,23092,130789
981,Massa,25078,90436
982,Massa,38464,202756
982,Massa,30790,197339
982,Massa,25731,189315
982,Massa,29685,140017
982,Massa,30048,132987
982,Massa,29671,122199
983,Massa,23791,102348
984,Massa,22956,100099
985,Massa,23772,104415
986,Massa,22055,86448
987,Massa,18238,119487
987,Massa,17736,138600
987,Massa,17745,131250
987,Massa,23275,79443
988,Massa,21449,106653
841,Barrichello,23643,114448
841,Barrichello,37856,144606
841,Barrichello,16892,105030
841,Barrichello,26309,115064
842,Barrichello,32978,171696
842,Barrichello,24502,116058
843,Barrichello,21709,111418
843,Barrichello,21481,110154
844,Barrichello,22717,96028
844,Barrichello,22868,94411
844,Barrichello,21687,95854
845,Barrichello,29936,97342
845,Barrichello,21226,94975
845,Barrichello,20650,94100
845,Barrichello,20637,94907
846,Barrichello,25921,101715
846,Barrichello,25675,114816
847,Barrichello,23305,113647
847,Barrichello,25066,121539
847,Barrichello,24684,133941
847,Barrichello,23059,103235
848,Barrichello,21163,122554
848,Barrichello,21262,121135
848,Barrichello,21286,120616
849,Barrichello,25860,110333
849,Barrichello,23955,98389
851,Barrichello,22640,105867
851,Barrichello,22217,92905
851,Barrichello,20580,92730
851,Barrichello,31539,108356
851,Barrichello,25596,97648
852,Barrichello,21818,134689
852,Barrichello,21478,122276
852,Barrichello,47753,120380
853,Barrichello,29157,198272
853,Barrichello,23414,95235
854,Barrichello,30456,127015
854,Barrichello,30544,153468
855,Barrichello,22130,104875
855,Barrichello,22736,121244
855,Barrichello,21890,102486
856,Barrichello,21722,111117
856,Barrichello,22347,109493
857,Barrichello,33650,129967
857,Barrichello,22339,95153
858,Barrichello,24219,110251
858,Barrichello,20534,107702
859,Barrichello,21537,85446
859,Barrichello,22590,84115
859,Barrichello,21638,84236
841,Vettel,22603,112075
841,Vettel,24036,113737
842,Vettel,23019,110561
842,Vettel,21893,105734
842,Vettel,22313,105479
843,Vettel,21995,111161
843,Vettel,21533,109097
844,Vettel,20623,94314
844,Vettel,20112,93284
844,Vettel,20385,91641
844,Vettel,20489,90804
845,Vettel,20253,92911
845,Vettel,19887,93001
845,Vettel,20426,92572
845,Vettel,20292,91072
846,Vettel,28536,102038
847,Vettel,23872,119585
847,Vettel,22958,109685
847,Vettel,22526,101713
848,Vettel,21006,114845
848,Vettel,20441,112827
848,Vettel,20331,111208
849,Vettel,24818,107383
849,Vettel,31558,96102
849,Vettel,23137,94551
850,Vettel,20394,103440
850,Vettel,20274,98954
850,Vettel,20110,97571
851,Vettel,20690,101502
851,Vettel,20611,91895
851,Vettel,19664,89850
852,Vettel,20898,119000
852,Vettel,21411,125285
852,Vettel,20786,116642
853,Vettel,22124,92736
853,Vettel,21378,91213
854,Vettel,30023,125178
854,Vettel,30809,141845
854,Vettel,30796,121643
855,Vettel,22374,104787
855,Vettel,21596,102940
855,Vettel,21705,100724
856,Vettel,19985,109489
856,Vettel,20170,105736
857,Vettel,21415,93673
857,Vettel,21449,92416
859,Vettel,20927,82721
859,Vettel,20652,81214
859,Vettel,22094,80195
860,Vettel,24256,114857
860,Vettel,24131,120851
861,Vettel,25658,143382
861,Vettel,24057,129483
861,Vettel,22998,118037
861,Vettel,25884,125672
862,Vettel,21146,108259
862,Vettel,21449,108756
863,Vettel,22017,103267
863,Vettel,22717,102970
863,Vettel,21800,101331
864,Vettel,19745,94014
864,Vettel,19624,93096
864,Vettel,13335,92457
864,Vettel,26143,93828
865,Vettel,25079,97660
866,Vettel,21639,94784
866,Vettel,22428,94605
867,Vettel,20357,115623
867,Vettel,20023,139743
868,Vettel,25319,95176
868,Vettel,25829,97773
869,Vettel,17512,84877
869,Vettel,17859,82793
870,Vettel,19380,90729
870,Vettel,19331,89872
870,Vettel,18964,88457
871,Vettel,20811,119851
872,Vettel,22303,94087
872,Vettel,15008,92863
873,Vettel,31137,132532
873,Vettel,29117,125061
874,Vettel,20508,101809
874,Vettel,20346,100238
875,Vettel,19830,110200
