race,driver,pit_stop,lap_time
872,Pic,22046,94419
873,Pic,30834,137843
873,Pic,30647,128442
874,Pic,21343,106221
874,Pic,42505,106034
875,Pic,21302,113016
875,Pic,22019,111344
876,Pic,22692,96132
877,Pic,21941,111988
878,Pic,22379,106560
879,Pic,24427,113832
879,Pic,22746,97240
879,Pic,23082,103765
880,Pic,23394,118807
880,Pic,23509,116961
881,Pic,44428,123336
881,Pic,25015,110031
881,Pic,23373,110395
881,Pic,23844,108734
882,Pic,21265,110969
882,Pic,22183,109410
882,Pic,21294,108951
883,Pic,22912,107638
883,Pic,22576,105425
883,Pic,23263,104633
884,Pic,20734,96441
884,Pic,20870,96805
884,Pic,21202,96270
886,Pic,22184,99650
886,Pic,22033,96168
887,Pic,26191,106689
887,Pic,26371,97236
888,Pic,22699,103666
888,Pic,21388,126491
888,Pic,22986,102704
890,Pic,22465,96796
890,Pic,22450,93403
892,Pic,25569,96036
892,Pic,26363,93881
893,Pic,32008,153927
893,Pic,31546,127026
893,Pic,31841,125402
894,Pic,24320,114625
894,Pic,24366,116097
895,Pic,17935,114324
895,Pic,24380,105138
895,Pic,24381,102349
896,Pic,29082,131024
896,Pic,26970,98725
897,Pic,22498,113910
897,Pic,24005,111905
898,Pic,27568,106489
898,Pic,18692,106196
899,Pic,24099,87316
861,Hülkenberg,23856,137633
861,Hülkenberg,23549,130798
861,Hülkenberg,23358,117231
862,Hülkenberg,21027,108577
862,Hülkenberg,32407,109397
863,Hülkenberg,22413,104556
863,Hülkenberg,22446,103291
863,Hülkenberg,22560,103544
864,Hülkenberg,20521,94269
864,Hülkenberg,20558,93211
864,Hülkenberg,20515,94503
865,Hülkenberg,26447,103053
866,Hülkenberg,24583,96682
866,Hülkenberg,23660,95301
867,Hülkenberg,21198,123203
867,Hülkenberg,20332,130041
868,Hülkenberg,26060,97166
868,Hülkenberg,25444,95898
869,Hülkenberg,18442,85157
869,Hülkenberg,18286,86270
869,Hülkenberg,18365,82366
870,Hülkenberg,20736,92020
870,Hülkenberg,20607,90156
871,Hülkenberg,22152,121098
871,Hülkenberg,20696,118909
872,Hülkenberg,22746,94368
873,Hülkenberg,30613,150201
873,Hülkenberg,34601,151641
873,Hülkenberg,30363,127307
874,Hülkenberg,21007,102310
874,Hülkenberg,21688,101079
875,Hülkenberg,22125,112488
875,Hülkenberg,20982,108480
876,Hülkenberg,21654,94321
878,Hülkenberg,22099,105930
879,Hülkenberg,21347,94127
879,Hülkenberg,22250,107969
879,Hülkenberg,14128,109607
881,Hülkenberg,22996,119321
881,Hülkenberg,21699,107031
881,Hülkenberg,22629,106752
881,Hülkenberg,23198,106107
882,Hülkenberg,22838,108547
882,Hülkenberg,20327,107390
882,Hülkenberg,19957,108498
883,Hülkenberg,21656,105486
883,Hülkenberg,22400,105630
883,Hülkenberg,22814,103703
884,Hülkenberg,19993,94119
884,Hülkenberg,19402,95050
884,Hülkenberg,22324,94848
884,Hülkenberg,24001,113362
884,Hülkenberg,28971,91737
884,Hülkenberg,20314,94728
885,Hülkenberg,24974,101523
886,Hülkenberg,21623,97492
886,Hülkenberg,21014,93678
887,Hülkenberg,29684,97155
887,Hülkenberg,26256,96183
887,Hülkenberg,24863,95868
888,Hülkenberg,21226,101301
888,Hülkenberg,20364,99357
888,Hülkenberg,20557,99938
890,Hülkenberg,22303,92383
890,Hülkenberg,22606,92097
890,Hülkenberg,16512,90875
891,Hülkenberg,24219,121628
891,Hülkenberg,23334,119926
892,Hülkenberg,25633,93302
893,Hülkenberg,30253,142576
893,Hülkenberg,29910,122274
894,Hülkenberg,23654,111745
894,Hülkenberg,24112,111045
895,Hülkenberg,23383,102554
895,Hülkenberg,23831,100627
896,Hülkenberg,24096,95785
896,Hülkenberg,24834,93109
896,Hülkenberg,29057,93879
897,Hülkenberg,22363,110630
897,Hülkenberg,22863,111507
897,Hülkenberg,16147,108613
898,Hülkenberg,24030,103720
899,Hülkenberg,23887,84148
899,Hülkenberg,23237,83435
900,Hülkenberg,22615,136397
900,Hülkenberg,22933,115326
901,Hülkenberg,25336,113362
901,Hülkenberg,24887,111383
902,Hülkenberg,24757,106353
902,Hülkenberg,24440,104978
903,Hülkenberg,23438,110550
903,Hülkenberg,22764,109755
904,Hülkenberg,22355,97142
904,Hülkenberg,22724,95584
905,Hülkenberg,25714,116657
906,Hülkenberg,23902,96492
907,Hülkenberg,21920,79156
907,Hülkenberg,22246,77299
908,Hülkenberg,29579,101273
909,Hülkenberg,19564,87237
909,Hülkenberg,19514,88093
910,Hülkenberg,24040,106829
911,Hülkenberg,23823,121031
911,Hülkenberg,23841,120335
912,Hülkenberg,25547,95615
913,Hülkenberg,29362,124453
913,Hülkenberg,30415,166427
913,Hülkenberg,29987,124068
914,Hülkenberg,24696,117537
914,Hülkenberg,23873,118357
914,Hülkenberg,24792,131289
915,Hülkenberg,30096,109023
916,Hülkenberg,33427,116291
917,Hülkenberg,23554,82282
917,Hülkenberg,23323,80550
917,Hülkenberg,23411,79555
918,Hülkenberg,27445,110954
918,Hülkenberg,21642,109564
926,Hülkenberg,22137,112768
926,Hülkenberg,21612,111359
927,Hülkenberg,25826,113114
927,Hülkenberg,25047,112505
927,Hülkenberg,35351,112249
929,Hülkenberg,26652,104820
929,Hülkenberg,24679,104907
929,Hülkenberg,24979,104108
930,Hülkenberg,22659,98005
930,Hülkenberg,22534,97880
930,Hülkenberg,22545,97071
931,Hülkenberg,34773,146277
931,Hülkenberg,24758,98997
932,Hülkenberg,23507,95434
933,Hülkenberg,21685,77980
934,Hülkenberg,28558,98233
934,Hülkenberg,33891,138613
936,Hülkenberg,22573,92257
936,Hülkenberg,22222,92095
938,Hülkenberg,24286,94255
939,Hülkenberg,30868,121166
940,Hülkenberg,23750,103817
940,Hülkenberg,23491,104064
940,Hülkenberg,35760,98989
942,Hülkenberg,27344,117177
942,Hülkenberg,27360,116019
943,Hülkenberg,23277,89315
943,Hülkenberg,24136,102992
944,Hülkenberg,24009,82725
944,Hülkenberg,24199,83922
945,Hülkenberg,22045,111108
945,Hülkenberg,22174,112177
948,Hülkenberg,22167,112729
949,Hülkenberg,31931,108981
949,Hülkenberg,24930,105531
949,Hülkenberg,24734,103522
949,Hülkenberg,26595,103193
950,Hülkenberg,27683,120703
950,Hülkenberg,23867,110493
950,Hülkenberg,29570,110682
950,Hülkenberg,22790,108521
952,Hülkenberg,22176,95507
953,Hülkenberg,25215,114564
953,Hülkenberg,27064,111512
954,Hülkenberg,22876,95157
954,Hülkenberg,23111,93914
955,Hülkenberg,20347,115815
956,Hülkenberg,22601,76326
956,Hülkenberg,21580,76413
956,Hülkenberg,16227,87152
956,Hülkenberg,19028,122539
956,Hülkenberg,27834,74563
957,Hülkenberg,30747,158081
957,Hülkenberg,29867,106312
958,Hülkenberg,22014,91792
958,Hülkenberg,23350,90029
959,Hülkenberg,19608,85551
959,Hülkenberg,19144,85253
959,Hülkenberg,19907,84298
960,Hülkenberg,23564,140286
960,Hülkenberg,24015,120297
961,Hülkenberg,24043,93797
961,Hülkenberg,24553,93501
963,Hülkenberg,26609,140068
963,Hülkenberg,24012,104993
963,Hülkenberg,25192,127271
964,Hülkenberg,22832,102420
964,Hülkenberg,22952,100594
966,Hülkenberg,22134,88035
967,Hülkenberg,24282,124397
968,Hülkenberg,21834,109709
968,Hülkenberg,21482,109482
969,Hülkenberg,23130,109892
969,Hülkenberg,23159,110816
970,Hülkenberg,23550,119357
970,Hülkenberg,17336,153456
970,Hülkenberg,17362,167233
970,Hülkenberg,17359,164584
970,Hülkenberg,40144,105237
971,Hülkenberg,26634,114882
971,Hülkenberg,25135,100307
972,Hülkenberg,30280,105316
973,Hülkenberg,22490,91631
973,Hülkenberg,22362,96829
975,Hülkenberg,26764,111489
976,Hülkenberg,21263,150490
976,Hülkenberg,15638,146622
977,Hülkenberg,21977,74926
978,Hülkenberg,30841,94239
979,Hülkenberg,31860,85926
980,Hülkenberg,23507,116448
980,Hülkenberg,23539,121909
981,Hülkenberg,24418,92013
982,Hülkenberg,31032,182420
982,Hülkenberg,25093,201099
982,Hülkenberg,24964,189991
982,Hülkenberg,30725,172816
982,Hülkenberg,30005,127429
982,Hülkenberg,68357,144224
983,Hülkenberg,24872,102753
983,Hülkenberg,25714,102957
984,Hülkenberg,23199,99235
986,Hülkenberg,22587,84941
987,Hülkenberg,18927,122710
987,Hülkenberg,18549,137762
987,Hülkenberg,18052,131913
987,Hülkenberg,24054,80163
988,Hülkenberg,29724,105707
989,Hülkenberg,22628,108142
990,Hülkenberg,24454,100010
990,Hülkenberg,24382,99445
991,Hülkenberg,23654,104632
991,Hülkenberg,23297,122077
994,Hülkenberg,25213,97055
995,Hülkenberg,24521,93240
996,Hülkenberg,25016,119841
998,Hülkenberg,28719,94272
999,Hülkenberg,19584,83448
999,Hülkenberg,20752,99023
999,Hülkenberg,20812,92913
1000,Hülkenberg,21966,86677
1000,Hülkenberg,22650,101926
1002,Hülkenberg,25234,128144
1002,Hülkenberg,24456,91629
1003,Hülkenberg,31183,117216
1004,Hülkenberg,30625,104878
1005,Hülkenberg,23555,100531
1006,Hülkenberg,24681,102082
1007,Hülkenberg,23037,87832
1010,Hülkenberg,21588,107604
1011,Hülkenberg,25498,100753
1011,Hülkenberg,25253,101252
1012,Hülkenberg,24107,105975
1013,Hülkenberg,21325,118025
1013,Hülkenberg,20870,112947
1014,Hülkenberg,22193,87439
1015,Hülkenberg,25532,107635
1016,Hülkenberg,24030,93666
1017,Hülkenberg,30884,117722
1018,Hülkenberg,21985,73380
1019,Hülkenberg,28926,93174
1020,Hülkenberg,22132,123115
1020,Hülkenberg,20118,111110
1020,Hülkenberg,20624,122011
1021,Hülkenberg,21734,85938
1022,Hülkenberg,23475,116421
1022,Hülkenberg,23000,115785
1023,Hülkenberg,24092,103757
1024,Hülkenberg,29563,124660
1024,Hülkenberg,29152,135770
1025,Hülkenberg,34264,105342
1025,Hülkenberg,29786,135390
1026,Hülkenberg,24132,98582
1027,Hülkenberg,22484,85709
1028,Hülkenberg,24245,106077
1028,Hülkenberg,23684,100137
1029,Hülkenberg,23344,79645
1029,Hülkenberg,23596,78010
1029,Hülkenberg,22747,102810
1030,Hülkenberg,21578,107732
1035,Hülkenberg,28981,91718
1035,Hülkenberg,28386,90474
1035,Hülkenberg,28736,91426
1041,Hülkenberg,22700,96925
1041,Hülkenberg,22686,112748
1074,Hülkenberg,27365,105242
1074,Hülkenberg,26712,103481
1074,Hülkenberg,25748,113374
1075,Hülkenberg,21425,100236
862,Grosjean,25835,106386
862,Grosjean,21184,108458
863,Grosjean,23246,103235
863,Grosjean,22896,103620
863,Grosjean,22763,100999
864,Grosjean,20223,93255
864,Grosjean,21215,92996
864,Grosjean,21035,91580
866,Grosjean,21830,93681
867,Grosjean,20479,121383
867,Grosjean,23183,129020
868,Grosjean,25388,95962
868,Grosjean,34201,100974
869,Grosjean,32766,124294
869,Grosjean,20388,85414
869,Grosjean,22743,84196
870,Grosjean,22151,91106
870,Grosjean,20231,90233
873,Grosjean,31753,142588
873,Grosjean,32080,125198
874,Grosjean,32329,131428
874,Grosjean,29793,105418
874,Grosjean,21143,103905
875,Grosjean,21681,112492
875,Grosjean,20935,109173
876,Grosjean,20976,93150
877,Grosjean,26057,145273
877,Grosjean,21017,135551
878,Grosjean,21190,108057
880,Grosjean,22239,116138
880,Grosjean,22133,112297
880,Grosjean,22534,111796
881,Grosjean,22105,120993
881,Grosjean,21812,107771
881,Grosjean,22385,107151
882,Grosjean,20083,111265
882,Grosjean,20286,108024
882,Grosjean,20109,106347
883,Grosjean,24605,106045
883,Grosjean,21608,104024
883,Grosjean,21556,101653
885,Grosjean,24565,108142
885,Grosjean,39980,145950
886,Grosjean,20859,96060
886,Grosjean,21574,94897
887,Grosjean,24725,96926
887,Grosjean,24751,96376
887,Grosjean,25911,121018
888,Grosjean,20273,100532
888,Grosjean,20007,104224
888,Grosjean,19591,98157
890,Grosjean,22054,92807
890,Grosjean,22267,90606
890,Grosjean,16453,89504
890,Grosjean,22451,88955
891,Grosjean,23445,120781
892,Grosjean,27040,93436
893,Grosjean,30293,138291
893,Grosjean,73009,120881
893,Grosjean,29702,122573
894,Grosjean,22519,110986
894,Grosjean,22767,115884
895,Grosjean,23282,101171
895,Grosjean,23086,100637
896,Grosjean,23648,96059
897,Grosjean,21627,109784
897,Grosjean,22286,108602
898,Grosjean,23876,104507
900,Grosjean,17255,130795
900,Grosjean,22264,115731
901,Grosjean,25046,114441
901,Grosjean,25596,112563
901,Grosjean,25735,111773
902,Grosjean,25192,106395
902,Grosjean,25032,105789
902,Grosjean,25693,104529
903,Grosjean,23213,110457
904,Grosjean,22126,97731
904,Grosjean,22078,96658
905,Grosjean,26312,137410
905,Grosjean,25029,104376
906,Grosjean,23943,99966
906,Grosjean,23856,97448
907,Grosjean,21884,80225
907,Grosjean,24212,80030
908,Grosjean,29710,100936
909,Grosjean,18928,89652
910,Grosjean,23979,111139
911,Grosjean,29256,134583
911,Grosjean,22838,122460
911,Grosjean,24569,120846
912,Grosjean,25098,96196
913,Grosjean,29761,126344
913,Grosjean,29322,123729
913,Grosjean,29040,123222
914,Grosjean,24011,121593
914,Grosjean,23656,119551
914,Grosjean,23745,118962
914,Grosjean,23785,145870
915,Grosjean,30037,110125
916,Grosjean,24688,106097
916,Grosjean,23802,105270
917,Grosjean,25591,84340
917,Grosjean,23023,81056
917,Grosjean,23197,81613
918,Grosjean,16120,123057
918,Grosjean,21699,111690
918,Grosjean,21574,111379
927,Grosjean,24377,114886
927,Grosjean,24621,110611
927,Grosjean,26014,111972
928,Grosjean,23421,110524
928,Grosjean,23605,110360
929,Grosjean,24735,105241
929,Grosjean,25259,105040
930,Grosjean,23309,97243
930,Grosjean,33256,97464
931,Grosjean,25077,98671
932,Grosjean,24292,96425
933,Grosjean,22016,77035
936,Grosjean,22805,93249
936,Grosjean,28707,92715
936,Grosjean,23972,111239
936,Grosjean,17064,120568
936,Grosjean,17114,145347
937,Grosjean,23717,122271
937,Grosjean,23493,143889
939,Grosjean,30640,121706
939,Grosjean,29826,120860
940,Grosjean,23793,103964
940,Grosjean,24554,106409
941,Grosjean,54445,147768
942,Grosjean,27621,158246
942,Grosjean,27730,121697
943,Grosjean,22735,89802
943,Grosjean,23101,112675
944,Grosjean,24475,83307
944,Grosjean,23787,83271
944,Grosjean,23958,82519
945,Grosjean,22203,111364
945,Grosjean,22234,109807
949,Grosjean,25739,103928
949,Grosjean,26151,102909
949,Grosjean,30063,101445
950,Grosjean,58563,119728
950,Grosjean,24615,111924
950,Grosjean,23342,110695
950,Grosjean,23284,108704
951,Grosjean,31420,109425
952,Grosjean,23187,96843
952,Grosjean,22844,95664
952,Grosjean,34832,104116
953,Grosjean,33490,124063
953,Grosjean,25111,109966
954,Grosjean,23680,96270
954,Grosjean,23055,95207
954,Grosjean,32114,106558
955,Grosjean,21132,119656
955,Grosjean,23588,115246
956,Grosjean,22662,83116
956,Grosjean,18860,93762
956,Grosjean,19554,123007
957,Grosjean,31632,154546
957,Grosjean,30882,111966
958,Grosjean,22427,91016
958,Grosjean,22303,89379
959,Grosjean,20301,86147
959,Grosjean,19863,87425
960,Grosjean,23705,144466
960,Grosjean,23107,125887
961,Grosjean,25340,96749
964,Grosjean,23741,102852
964,Grosjean,25429,101671
965,Grosjean,24523,106893
965,Grosjean,26056,107191
966,Grosjean,22957,89527
966,Grosjean,23678,88535
968,Grosjean,22838,110548
968,Grosjean,22527,108589
970,Grosjean,30654,152739
970,Grosjean,17303,163386
970,Grosjean,24114,167710
970,Grosjean,17314,157136
970,Grosjean,23211,104533
971,Grosjean,25075,100887
971,Grosjean,24965,99843
973,Grosjean,22866,91608
973,Grosjean,22641,121209
974,Grosjean,24660,95708
975,Grosjean,31256,153629
976,Grosjean,20776,124682
976,Grosjean,21069,127056
976,Grosjean,15073,151305
976,Grosjean,24486,128407
977,Grosjean,22026,73446
978,Grosjean,28361,94422
978,Grosjean,28998,93519
979,Grosjean,22638,87759
980,Grosjean,22925,116600
980,Grosjean,22756,127366
981,Grosjean,33433,97106
981,Grosjean,24307,90724
982,Grosjean,39455,204887
982,Grosjean,31320,197062
982,Grosjean,26228,189568
982,Grosjean,29049,129743
983,Grosjean,24912,103216
983,Grosjean,24419,102913
984,Grosjean,22781,99161
985,Grosjean,24897,103535
986,Grosjean,28761,96581
986,Grosjean,23035,85420
987,Grosjean,25845,132823
987,Grosjean,18860,138974
987,Grosjean,18456,131837
987,Grosjean,34438,81157
988,Grosjean,21850,106363
989,Grosjean,23054,109039
990,Grosjean,25011,101290
990,Grosjean,25527,100026
990,Grosjean,26263,103994
991,Grosjean,22981,105320
991,Grosjean,23735,105401
992,Grosjean,21725,185940
992,Grosjean,22757,140263
994,Grosjean,24741,99399
994,Grosjean,24568,103344
995,Grosjean,24400,94516
996,Grosjean,29996,124504
997,Grosjean,22121,93593
998,Grosjean,29254,95070
999,Grosjean,20198,83258
999,Grosjean,22738,110226
999,Grosjean,19752,93736
1000,Grosjean,21733,86287
1001,Grosjean,20280,156224
1001,Grosjean,23248,115020
1002,Grosjean,24779,90276
1003,Grosjean,29517,119146
1004,Grosjean,30469,112436
1005,Grosjean,23692,98579
1006,Grosjean,35104,129819
1007,Grosjean,22733,89904
1007,Grosjean,23426,113751
1008,Grosjean,23403,78660
1009,Grosjean,22354,133568
1010,Grosjean,29981,116519
1011,Grosjean,32082,139964
1012,Grosjean,23261,105814
1012,Grosjean,23520,105200
1013,Grosjean,20906,113601
1014,Grosjean,22379,87596
1014,Grosjean,22732,124674
1015,Grosjean,24219,95080
1016,Grosjean,24071,95392
1017,Grosjean,30837,118453
1018,Grosjean,22265,74750
1019,Grosjean,33562,129704
1020,Grosjean,27232,121462
1020,Grosjean,21625,99333
1020,Grosjean,22421,131309
1020,Grosjean,20622,117482
1020,Grosjean,21423,92974
1021,Grosjean,22035,86535
1022,Grosjean,22912,115696
1023,Grosjean,26481,100634
1023,Grosjean,25121,95178
1024,Grosjean,29456,120493
1024,Grosjean,43576,119645
1026,Grosjean,23478,101398
1027,Grosjean,24128,87602
1028,Grosjean,24583,107845
1029,Grosjean,23776,80102
1029,Grosjean,23471,79899
1030,Grosjean,21968,109975
1031,Grosjean,23280,85870
1032,Grosjean,22444,73985
1033,Grosjean,22591,91657
1034,Grosjean,33816,93318
1035,Grosjean,29377,94198
1035,Grosjean,29803,92097
1036,Grosjean,23212,91836
1036,Grosjean,24010,93951
1037,Grosjean,23636,126920
1038,Grosjean,25936,126512
1039,Grosjean,24781,139256
1039,Grosjean,23720,104416
1039,Grosjean,24002,107445
1040,Grosjean,30054,106633
1040,Grosjean,29988,122145
1041,Grosjean,23635,97233
1042,Grosjean,26985,87519
1043,Grosjean,30422,86457
1043,Grosjean,31199,91491
1044,Grosjean,26686,117507
1044,Grosjean,31422,108755
880,Gutiérrez,22316,116075
880,Gutiérrez,22315,116188
881,Gutiérrez,24397,121612
881,Gutiérrez,22575,108691
881,Gutiérrez,22394,109881
881,Gutiérrez,22542,108274
883,Gutiérrez,28102,118363
883,Gutiérrez,21997,106373
883,Gutiérrez,22438,104206
883,Gutiérrez,22246,102335
884,Gutiérrez,22144,93755
884,Gutiérrez,19988,93755
884,Gutiérrez,20082,94303
884,Gutiérrez,19324,93859
885,Gutiérrez,25364,102190
885,Gutiérrez,25926,130872
886,Gutiérrez,22017,98202
886,Gutiérrez,21524,95749
887,Gutiérrez,25330,98461
887,Gutiérrez,26040,99666
887,Gutiérrez,31937,98401
887,Gutiérrez,25087,95805
888,Gutiérrez,19816,102053
888,Gutiérrez,19869,102791
888,Gutiérrez,21160,99682
890,Gutiérrez,22425,94192
891,Gutiérrez,22761,122221
891,Gutiérrez,22712,119788
891,Gutiérrez,17433,117163
892,Gutiérrez,24668,92872
893,Gutiérrez,31706,146765
893,Gutiérrez,29364,122860
894,Gutiérrez,23096,113480
894,Gutiérrez,23408,134614
895,Gutiérrez,23887,102112
895,Gutiérrez,23184,103320
896,Gutiérrez,18423,94920
896,Gutiérrez,25660,94973
896,Gutiérrez,24415,93863
897,Gutiérrez,22685,111447
897,Gutiérrez,22070,109822
898,Gutiérrez,24859,127928
898,Gutiérrez,25027,105648
899,Gutiérrez,23857,85314
899,Gutiérrez,23138,84670
900,Gutiérrez,32657,161894
900,Gutiérrez,23797,117089
901,Gutiérrez,29420,114083
901,Gutiérrez,26325,113775
902,Gutiérrez,25543,108755
902,Gutiérrez,25633,106650
903,Gutiérrez,22988,112013
903,Gutiérrez,23252,111947
903,Gutiérrez,22734,109006
904,Gutiérrez,23063,98971
904,Gutiérrez,24780,96616
904,Gutiérrez,23025,96912
905,Gutiérrez,25906,101777
906,Gutiérrez,24370,149693
906,Gutiérrez,24768,124357
906,Gutiérrez,24403,99503
907,Gutiérrez,55222,79094
907,Gutiérrez,29067,78663
907,Gutiérrez,22530,79577
909,Gutiérrez,21002,88597
909,Gutiérrez,23305,88578
909,Gutiérrez,19779,86626
910,Gutiérrez,24050,109373
911,Gutiérrez,23259,123132
911,Gutiérrez,22898,121098
912,Gutiérrez,26376,96351
912,Gutiérrez,25693,95314
912,Gutiérrez,26849,122312
913,Gutiérrez,33679,129944
914,Gutiérrez,24873,122455
914,Gutiérrez,26943,120413
915,Gutiérrez,30303,113020
916,Gutiérrez,25007,118311
916,Gutiérrez,31198,107569
916,Gutiérrez,24726,106646
917,Gutiérrez,23661,82704
917,Gutiérrez,24267,81971
917,Gutiérrez,23418,81838
918,Gutiérrez,23128,112375
918,Gutiérrez,23270,112498
949,Gutiérrez,32793,108259
950,Gutiérrez,23878,109506
950,Gutiérrez,22963,108419
950,Gutiérrez,23070,107635
951,Gutiérrez,40169,166671
951,Gutiérrez,25037,110949
952,Gutiérrez,23206,95477
952,Gutiérrez,22430,94657
953,Gutiérrez,26044,114901
953,Gutiérrez,27407,110961
954,Gutiérrez,23412,96414
954,Gutiérrez,23928,96597
955,Gutiérrez,29227,125058
955,Gutiérrez,21533,115058
956,Gutiérrez,22053,76508
956,Gutiérrez,16475,88912
956,Gutiérrez,18308,121814
956,Gutiérrez,21921,74652
957,Gutiérrez,41508,155997
957,Gutiérrez,29884,110714
958,Gutiérrez,22828,89761
958,Gutiérrez,22520,89066
959,Gutiérrez,20099,88520
959,Gutiérrez,19326,85064
960,Gutiérrez,23486,149951
960,Gutiérrez,23561,121851
961,Gutiérrez,25150,94642
961,Gutiérrez,25515,92814
962,Gutiérrez,26519,179122
962,Gutiérrez,30307,121379
962,Gutiérrez,30160,122714
963,Gutiérrez,30782,159075
963,Gutiérrez,24814,107126
963,Gutiérrez,25006,115677
964,Gutiérrez,24110,103324
964,Gutiérrez,23792,102217
965,Gutiérrez,24470,108315
966,Gutiérrez,25198,89324
966,Gutiérrez,23110,88853
967,Gutiérrez,25147,96354
967,Gutiérrez,17835,106077
968,Gutiérrez,22032,111902
968,Gutiérrez,22102,109659
880,Bottas,23528,116816
880,Bottas,23215,114787
880,Bottas,24060,112576
881,Bottas,24960,125467
881,Bottas,28045,107683
881,Bottas,22937,106286
882,Bottas,21614,109831
882,Bottas,22217,108647
882,Bottas,21490,106353
883,Bottas,22729,106305
883,Bottas,28408,103329
883,Bottas,23837,102922
884,Bottas,21171,95757
884,Bottas,20533,96739
884,Bottas,19908,95936
885,Bottas,29063,112614
886,Bottas,22242,96541
886,Bottas,24418,96390
887,Bottas,30231,106165
887,Bottas,31851,97907
888,Bottas,33796,102951
888,Bottas,45695,102426
890,Bottas,22023,94525
890,Bottas,22612,93559
891,Bottas,23411,124401
891,Bottas,23540,119897
892,Bottas,24665,95081
893,Bottas,33836,121200
893,Bottas,31792,125751
893,Bottas,30790,123376
894,Bottas,23912,113465
894,Bottas,24240,113436
895,Bottas,23421,103139
895,Bottas,23483,102003
896,Bottas,27619,94367
896,Bottas,25909,92877
897,Bottas,23361,110630
897,Bottas,26680,110231
898,Bottas,25014,104622
899,Bottas,24166,84610
899,Bottas,23695,89965
900,Bottas,34921,156286
900,Bottas,23117,115054
901,Bottas,25020,115887
901,Bottas,24964,111405
901,Bottas,24498,109708
902,Bottas,25040,108066
902,Bottas,25068,105469
902,Bottas,25980,103949
903,Bottas,24780,109107
903,Bottas,23639,109207
904,Bottas,22824,97156
904,Bottas,22701,95684
905,Bottas,25595,116704
906,Bottas,23448,97554
906,Bottas,24491,97328
907,Bottas,21133,78259
907,Bottas,22208,77530
908,Bottas,29104,99363
909,Bottas,20115,86787
909,Bottas,20206,86992
910,Bottas,25497,138014
910,Bottas,22518,113664
910,Bottas,22589,92885
911,Bottas,22769,120477
911,Bottas,23176,119617
912,Bottas,24991,94444
913,Bottas,30340,122915
913,Bottas,28880,122321
914,Bottas,24465,120023
914,Bottas,25052,119139
915,Bottas,30363,109970
916,Bottas,24151,105296
916,Bottas,24283,104517
917,Bottas,23294,81520
917,Bottas,35284,81711
917,Bottas,26463,84357
918,Bottas,21661,110027
918,Bottas,22015,109134
927,Bottas,30154,134568
927,Bottas,24432,113996
927,Bottas,25002,109347
928,Bottas,23084,109880
928,Bottas,23582,109044
929,Bottas,25293,105572
929,Bottas,24623,105080
930,Bottas,22082,95919
930,Bottas,21800,96366
931,Bottas,24641,98823
931,Bottas,24412,99606
932,Bottas,25541,97332
933,Bottas,22777,76073
934,Bottas,28781,96610
934,Bottas,31937,124140
936,Bottas,22974,93595
936,Bottas,21867,91918
936,Bottas,16427,97657
936,Bottas,17557,129246
936,Bottas,30031,121356
937,Bottas,23319,124316
937,Bottas,17343,120787
937,Bottas,23489,152626
938,Bottas,25536,94504
939,Bottas,29260,136399
939,Bottas,29239,139016
940,Bottas,23542,103164
940,Bottas,23588,101957
941,Bottas,30316,108119
942,Bottas,40488,130102
942,Bottas,26384,166130
943,Bottas,22957,88696
943,Bottas,23160,115838
944,Bottas,23736,82501
944,Bottas,24913,83429
945,Bottas,24485,109398
945,Bottas,28622,139122
945,Bottas,29592,111500
948,Bottas,21376,126484
949,Bottas,24944,104599
949,Bottas,19369,122312
949,Bottas,26110,104629
950,Bottas,22682,119463
950,Bottas,22630,109039
950,Bottas,22747,106621
951,Bottas,29841,107971
952,Bottas,21856,94514
952,Bottas,22443,95603
953,Bottas,27364,117941
953,Bottas,25478,111223
953,Bottas,24673,108387
954,Bottas,22184,93335
955,Bottas,19732,115864
956,Bottas,21047,75824
956,Bottas,20876,102757
956,Bottas,17800,125037
956,Bottas,21639,74304
957,Bottas,29808,158570
957,Bottas,29282,110218
958,Bottas,21704,91291
958,Bottas,21405,90278
959,Bottas,18796,85379
959,Bottas,19183,85705
960,Bottas,22190,155454
960,Bottas,22318,119816
961,Bottas,24161,93359
961,Bottas,23899,91988
962,Bottas,32709,184425
962,Bottas,28780,123973
962,Bottas,28545,120899
962,Bottas,63680,119866
963,Bottas,23828,105344
964,Bottas,25007,102479
965,Bottas,27098,146668
965,Bottas,25222,108227
966,Bottas,22396,88788
967,Bottas,24724,98024
967,Bottas,24994,94172
969,Bottas,21440,106647
970,Bottas,32287,135382
970,Bottas,17343,183210
970,Bottas,17323,166090
970,Bottas,24317,103874
971,Bottas,28368,109556
971,Bottas,24540,98365
972,Bottas,29356,103462
973,Bottas,21689,92170
974,Bottas,24308,94473
975,Bottas,22946,91875
976,Bottas,36262,200105
976,Bottas,20407,133418
976,Bottas,14978,147236
977,Bottas,22387,72841
978,Bottas,27858,92286
979,Bottas,22681,85008
980,Bottas,22963,114847
980,Bottas,22919,146536
981,Bottas,23728,90091
982,Bottas,30444,185029
982,Bottas,25367,201035
982,Bottas,25432,190045
982,Bottas,29089,128888
983,Bottas,23676,100773
984,Bottas,22876,98109
985,Bottas,23459,101588
985,Bottas,23254,102198
986,Bottas,21758,94198
987,Bottas,18717,113660
