raceId,driverId,position,q1
78,8,7,1:15.923
78,35,8,1:16.116
78,15,9,1:16.201
78,23,10,1:16.362
78,13,11,1:16.661
78,14,12,1:16.890
78,2,13,1:17.081
78,17,14,1:17.749
78,27,15,1:18.214
78,32,16,1:18.249
78,39,17,1:18.664
78,33,18,1:19.034
78,40,19,1:19.574
78,22,20,\N
79,15,1,1:10.625
79,8,2,1:10.694
79,18,3,1:11.277
79,21,4,1:11.290
79,30,5,1:11.369
79,4,6,1:11.380
79,22,7,1:11.431
79,11,8,1:11.497
79,17,9,1:11.527
79,13,10,1:11.555
79,31,11,1:11.681
79,35,12,1:11.691
79,41,13,1:11.754
79,32,14,1:12.132
79,2,15,1:12.430
79,14,16,1:12.682
79,33,17,1:13.462
79,27,18,1:13.632
79,39,19,1:13.776
79,40,20,1:14.494
80,4,1,1:14.412
80,15,2,1:14.521
80,8,3,1:14.559
80,30,4,1:14.572
80,11,5,1:14.655
80,22,6,1:14.832
80,21,7,1:14.887
80,18,8,1:15.051
80,31,9,1:15.406
80,13,10,1:15.566
80,35,11,1:15.699
80,23,12,1:15.771
80,17,13,1:15.885
80,2,14,1:16.207
80,14,15,1:16.434
80,32,16,1:16.547
80,39,17,1:17.857
80,40,18,1:17.960
80,33,19,1:18.047
80,27,20,1:18.335
81,4,1,1:19.905
81,8,2,1:19.932
81,18,3,1:20.207
81,31,4,1:20.382
81,15,5,1:20.459
81,22,6,1:20.906
81,21,7,1:21.010
81,11,8,1:21.114
81,23,9,1:21.191
81,30,10,1:21.275
81,35,11,1:21.352
81,17,12,1:21.997
81,14,13,1:22.108
81,2,14,1:22.117
81,32,15,1:22.207
81,13,16,1:22.495
81,39,17,1:23.583
81,27,18,1:24.576
81,40,19,1:25.566
81,33,20,\N
82,8,1,1:14.320
82,18,2,1:14.759
82,4,3,1:14.904
82,21,4,1:14.927
82,30,5,1:15.006
82,17,6,1:15.070
82,2,7,1:15.403
82,11,8,1:15.501
82,15,9,1:15.532
82,32,10,1:15.635
82,14,11,1:15.679
82,23,12,1:15.689
82,13,13,1:16.009
82,35,14,1:16.012
82,22,15,1:16.230
82,27,16,1:17.519
82,38,17,1:18.313
82,33,18,1:18.599
82,31,19,\N
82,39,20,\N
83,30,1,1:19.882
83,31,2,1:20.779
83,15,3,1:20.839
83,8,4,1:20.891
83,23,5,1:20.964
83,4,6,1:21.141
83,22,7,1:21.158
83,18,8,1:21.302
83,21,9,1:21.333
83,11,10,1:21.787
83,32,11,1:21.937
83,2,12,1:22.086
83,14,13,1:22.279
83,13,14,1:22.565
83,35,15,1:22.866
83,17,16,1:23.495
83,27,17,1:24.443
83,39,18,1:25.057
83,38,19,1:25.484
83,33,20,\N
84,8,1,1:26.797
84,21,2,1:27.039
84,4,3,1:27.050
84,31,4,1:27.352
84,15,5,1:27.501
84,2,6,1:27.929
84,17,7,1:27.944
84,13,8,1:28.419
84,23,9,1:28.594
84,32,10,1:28.963
84,22,11,1:29.369
84,14,12,1:29.764
84,18,13,1:30.063
84,11,14,1:30.175
84,33,15,1:30.710
84,27,16,1:32.186
84,38,17,\N
84,35,18,\N
84,39,19,\N
84,30,20,\N
85,8,1,1:20.878
85,31,2,1:21.054
85,4,3,1:21.319
85,18,4,1:21.369
85,11,5,1:21.477
85,15,6,1:21.640
85,30,7,1:21.721
85,22,8,1:21.962
85,21,9,1:22.068
85,23,10,1:22.266
85,14,11,1:22.304
85,35,12,1:22.356
85,32,13,1:22.532
85,17,14,1:22.560
85,13,15,1:23.060
85,42,16,1:23.291
85,33,17,1:24.666
85,38,18,1:24.904
85,39,19,1:25.859
85,27,20,1:26.964
86,31,1,1:46.391
86,8,2,1:46.440
86,21,3,1:46.497
86,15,4,1:46.596
86,4,5,1:46.760
86,23,6,1:47.401
86,30,7,1:47.476
86,13,8,1:47.867
86,18,9,1:47.978
86,17,10,1:48.071
86,11,11,1:48.353
86,14,12,1:48.508
86,22,13,1:48.550
86,35,14,1:48.889
86,42,15,1:48.898
86,32,16,1:48.994
86,38,17,1:49.779
86,27,18,1:49.842
86,33,19,1:51.498
86,39,20,1:51.675
87,4,1,1:11.988
87,31,2,1:12.145
87,21,3,1:12.558
87,18,4,1:12.696
87,8,5,1:12.781
87,32,6,1:12.889
87,30,7,1:12.976
87,15,8,1:13.041
87,13,9,1:13.151
87,22,10,1:13.183
87,23,11,1:13.285
87,35,12,1:13.372
87,33,13,1:13.387
87,17,14,1:13.538
87,42,15,1:13.581
87,14,16,1:13.844
87,39,17,1:14.520
87,27,18,1:14.763
87,11,19,\N
87,38,20,\N
88,23,1,1:46.106
88,18,2,1:46.141
88,21,3,1:46.276
88,32,4,1:46.464
88,11,5,1:46.841
88,14,6,1:46.892
88,17,7,1:47.233
88,35,8,1:47.440
88,22,9,1:48.248
88,13,10,1:48.278
88,39,11,1:48.718
88,42,12,1:48.898
88,27,13,1:50.843
88,30,14,1:52.676
88,38,15,1:52.894
88,4,16,1:54.667
88,8,17,2:02.309
88,31,18,\N
88,15,19,\N
88,33,20,\N
89,4,1,1:34.080
89,21,2,1:34.401
89,8,3,1:34.488
89,18,4,1:34.801
89,31,5,1:35.188
89,30,6,1:35.301
89,14,7,1:35.428
89,22,8,1:35.610
89,23,9,1:35.723
89,17,10,1:35.739
89,13,11,1:35.898
89,15,12,1:36.044
89,42,13,1:36.445
89,32,14,1:36.472
89,39,15,1:36.707
89,35,16,1:36.788
89,11,17,1:37.083
89,27,18,1:39.105
89,33,19,1:39.233
89,38,20,1:39.460
104,22,1,1:20.089
104,31,2,1:20.620
104,30,3,1:20.637
104,4,4,1:20.645
104,11,5,1:20.715
104,18,6,1:20.786
104,8,7,1:20.877
104,42,8,1:20.888
104,15,9,1:21.027
104,14,10,1:21.049
104,41,11,1:21.520
104,17,12,1:21.602
104,44,13,1:21.841
104,32,14,1:21.989
104,21,15,1:22.239
104,13,16,1:22.287
104,2,17,1:22.301
104,45,18,1:23.239
104,47,19,1:24.808
104,46,20,1:24.910
109,4,1,1:37.044
109,15,2,1:37.217
109,30,3,1:37.393
109,14,4,1:37.454
109,22,5,1:37.579
109,2,6,1:37.766
109,8,7,1:37.858
109,31,8,1:37.974
109,18,9,1:38.073
109,44,10,1:38.094
109,43,11,1:38.097
109,35,12,1:38.289
109,49,13,1:38.291
109,21,14,1:38.416
109,42,15,1:38.516
109,17,16,1:38.624
109,23,17,1:38.789
109,50,18,1:40.417
109,51,19,1:40.599
109,52,20,1:40.910
125,30,1,1:35.266
125,31,2,1:35.497
125,22,3,1:35.891
125,23,4,1:36.028
125,8,5,1:36.468
125,14,6,1:36.477
125,2,7,1:37.199
125,18,8,1:37.245
125,21,9,1:37.536
125,63,10,1:37.694
125,49,11,1:37.919
125,15,12,1:37.920
125,35,13,1:38.039
125,13,14,1:38.057
125,11,15,1:38.141
125,59,16,1:38.284
125,37,17,1:38.374
125,44,18,1:38.390
125,66,19,1:38.959
125,56,20,1:39.121
125,17,21,1:39.454
125,62,22,1:40.158
140,30,1,1:31.317
140,22,2,1:31.749
140,14,3,1:32.088
140,8,4,1:32.197
140,23,5,1:32.444
140,31,6,1:32.507
140,11,7,1:33.090
140,21,8,1:33.276
140,35,9,1:33.349
140,18,10,1:33.429
140,15,11,1:33.547
140,2,12,1:33.553
140,63,13,1:33.742
140,56,14,1:33.915
140,13,15,1:33.979
140,44,16,1:34.192
140,37,17,1:34.227
140,66,18,1:35.191
140,17,19,1:35.958
140,62,20,1:36.267
156,30,1,1:11.708
156,23,2,1:11.986
156,31,3,1:12.252
156,57,4,1:12.309
156,22,5,1:12.327
156,2,6,1:12.434
156,14,7,1:12.500
156,15,8,1:12.605
156,55,9,1:12.607
156,18,10,1:12.805
156,8,11,1:12.881
156,21,12,1:12.942
156,44,13,1:13.122
156,56,14,1:13.189
156,49,15,1:13.281
156,37,16,1:13.679
156,4,17,1:13.991
156,35,18,1:14.012
156,59,19,1:14.129
156,50,20,1:14.138
156,61,21,1:14.185
156,62,22,1:15.247
158,57,1,1:30.556
158,14,2,1:30.910
158,30,3,1:31.075
158,22,4,1:31.102
158,49,5,1:31.359
158,15,6,1:31.504
158,56,7,1:31.514
158,35,8,1:31.968
158,21,9,1:31.992
158,63,10,1:32.018
158,23,11,1:32.220
158,37,12,1:32.323
158,50,13,1:32.477
158,25,14,1:32.775
158,2,15,1:33.024
158,41,16,1:33.117
158,55,17,1:33.197
158,48,18,1:33.261
158,64,19,1:33.378
158,65,20,1:33.638
158,18,21,1:33.828
158,60,22,1:34.705
160,57,1,1:24.714
160,30,2,1:24.805
160,14,3,1:25.014
160,22,4,1:25.871
160,23,5,1:25.871
160,49,6,1:25.892
160,56,7,1:25.929
160,15,8,1:26.002
160,35,9,1:26.124
160,64,10,1:26.238
160,25,11,1:26.281
160,63,12,1:26.336
160,37,13,1:26.349
160,41,14,1:26.814
160,55,15,1:26.824
160,50,16,1:26.845
160,65,17,1:27.051
160,18,18,1:27.135
160,21,19,1:27.253
160,60,20,1:28.161
160,48,21,1:28.333
160,2,22,1:28.361
161,22,1,1:25.703
161,49,2,1:25.706
161,57,3,1:25.741
161,14,4,1:26.088
161,30,5,1:26.161
161,18,6,1:26.733
161,23,7,1:26.786
161,50,8,1:26.793
161,56,9,1:26.818
161,35,10,1:27.025
161,15,11,1:27.164
161,21,12,1:27.253
161,64,13,1:27.301
161,65,14,1:27.461
161,55,15,1:27.559
161,41,16,1:27.772
161,2,17,1:27.806
161,63,18,1:28.110
161,37,19,1:28.135
161,25,20,1:28.205
161,48,21,1:28.253
161,60,22,1:29.174
173,30,1,1:35.825
173,57,2,1:35.834
173,14,3,1:36.236
173,22,4,1:36.330
173,18,5,1:36.628
173,23,6,1:36.788
173,56,7,1:36.899
173,49,8,1:37.243
173,35,9,1:37.267
173,65,10,1:37.329
173,25,11,1:37.348
173,21,12,1:37.479
173,37,13,1:37.652
173,50,14,1:37.674
173,15,15,1:37.679
173,2,16,1:38.141
173,55,17,1:38.209
173,41,18,1:38.269
173,63,19,1:38.490
173,64,20,1:38.576
173,48,21,1:39.972
173,60,22,1:40.462
175,57,1,1:30.462
175,14,2,1:30.946
175,30,3,1:31.781
175,22,4,1:32.148
175,49,5,1:32.276
175,56,6,1:32.289
175,21,7,1:32.540
175,23,8,1:32.691
175,71,9,1:32.695
175,25,10,1:32.789
175,35,11,1:32.888
175,15,12,1:32.971
175,65,13,1:32.991
175,64,14,1:33.374
175,70,15,1:33.549
175,55,16,1:33.910
175,68,17,1:34.182
175,37,18,1:34.244
175,41,19,1:34.412
175,44,20,1:35.068
175,69,21,1:35.316
175,48,22,1:37.013
176,57,1,1:16.568
176,14,2,1:16.715
176,22,3,1:17.305
176,30,4,1:17.578
176,21,5,1:17.810
176,56,6,1:17.843
176,71,7,1:17.884
176,49,8,1:17.902
176,25,9,1:18.334
176,65,10,1:18.374
176,23,11,1:18.506
176,44,12,1:18.636
176,15,13,1:18.684
176,55,14,1:18.716
176,64,15,1:19.194
176,70,16,1:19.452
176,72,17,1:20.016
176,37,18,1:20.075
176,68,19,1:20.096
176,48,20,1:20.710
176,35,21,\N
177,57,1,1:26.362
177,14,2,1:26.384
177,30,3,1:26.538
177,56,4,1:26.993
177,35,5,1:27.313
177,22,6,1:27.409
177,49,7,1:27.613
177,71,8,1:27.708
177,23,9,1:27.770
177,70,10,1:28.142
177,44,11,1:28.205
177,65,12,1:28.246
177,55,13,1:28.253
177,15,14,1:28.403
177,64,15,1:28.599
177,21,16,1:28.750
177,25,17,1:28.765
177,37,18,1:29.293
177,63,19,1:29.451
177,68,20,1:29.656
177,48,21,1:30.035
177,69,22,1:30.945
191,57,1,1:30.010
191,14,2,1:30.053
191,30,3,1:30.767
191,35,4,1:30.919
191,65,5,1:31.384
191,49,6,1:31.397
191,21,7,1:31.733
191,56,8,1:31.767
191,23,9,1:32.392
191,71,10,1:32.399
191,25,11,1:32.726
191,55,12,1:33.240
191,68,13,1:33.291
191,22,14,1:33.383
191,15,15,1:33.739
191,63,16,1:33.927
191,74,17,1:34.646
191,76,18,1:34.906
191,73,19,1:35.119
191,64,20,1:35.140
191,44,21,1:35.215
191,75,22,1:35.301
192,57,1,1:17.092
192,14,2,1:17.757
192,49,3,1:18.109
192,30,4,1:18.250
192,25,5,1:18.261
192,56,6,1:18.449
192,21,7,1:18.652
192,23,8,1:18.735
192,44,9,1:18.753
192,35,10,1:18.761
192,71,11,1:18.988
192,15,12,1:19.069
192,22,13,1:19.344
192,65,14,1:19.375
192,55,15,1:19.449
192,76,16,1:19.644
192,68,17,1:20.203
192,75,18,1:20.390
192,74,19,1:20.459
192,63,20,1:20.481
192,73,21,1:20.748
192,64,22,1:20.847
193,14,1,1:25.852
193,30,2,1:26.251
193,57,3,1:26.632
193,56,4,1:26.780
193,23,5,1:26.827
193,49,6,1:26.876
193,35,7,1:26.941
193,25,8,1:27.198
193,71,9,1:27.483
193,21,10,1:27.836
193,55,11,1:27.839
193,65,12,1:28.016
193,68,13,1:28.811
193,22,14,1:29.249
193,44,15,1:29.320
193,15,16,1:29.352
193,63,17,1:29.617
193,64,18,1:29.617
193,75,19,1:30.054
193,74,20,1:30.158
193,73,21,1:30.437
193,76,22,1:31.178
199,57,1,1:23.271
199,30,2,1:23.720
199,35,3,1:24.102
199,14,4,1:24.310
199,56,5,1:24.436
199,49,6,1:24.442
199,71,7,1:24.542
199,55,8,1:25.081
199,65,9,1:25.084
199,21,10,1:25.654
199,25,11,1:25.760
199,64,12,1:26.376
199,63,13,1:26.487
199,15,14,1:26.808
199,50,15,1:26.948
199,22,16,1:26.990
199,68,17,1:27.061
199,74,18,1:28.051
199,75,19,1:28.123
199,73,20,1:28.608
199,23,21,\N
199,44,22,\N
200,21,1,1:29.598
200,55,2,1:30.317
200,57,3,1:30.517
200,30,4,1:30.551
200,22,5,1:31.005
200,63,6,1:31.028
200,49,7,1:31.515
200,56,8,1:31.651
200,23,9,1:31.917
200,44,10,1:32.081
200,35,11,1:32.083
200,50,12,1:32.099
200,64,13,1:32.206
200,14,14,1:32.399
200,71,15,1:32.718
200,15,16,1:32.906
200,25,17,1:33.185
200,65,18,1:33.205
200,74,19,1:33.399
200,68,20,1:34.090
200,75,21,1:34.536
200,73,22,1:34.910
201,57,1,1:41.838
201,14,2,1:42.347
201,35,3,1:42.365
201,23,4,1:42.994
201,71,5,1:43.183
201,56,6,1:43.270
201,25,7,1:43.341
201,21,8,1:43.369
201,30,9,1:43.459
201,49,10,1:43.467
201,55,11,1:43.663
201,65,12,1:44.599
201,22,13,1:44.776
201,15,14,1:44.844
201,68,15,1:44.961
201,44,16,1:45.197
201,63,17,1:45.276
201,64,18,1:45.588
201,50,19,1:45.623
201,75,20,1:46.713
201,74,21,1:47.265
203,57,1,1:48.682
203,14,2,1:48.845
203,71,3,1:49.728
203,30,4,1:50.027
203,56,5,1:50.189
203,35,6,1:50.204
203,21,7,1:50.462
203,23,8,1:50.501
203,49,9,1:50.686
203,55,10,1:51.189
203,25,11,1:51.648
203,65,12,1:51.851
203,15,13,1:52.572
203,22,14,1:52.670
203,44,15,1:52.784
203,64,16,1:53.037
203,50,17,1:53.149
203,63,18,1:53.207
203,68,19,1:53.237
203,73,20,1:54.850
203,75,21,1:55.084
203,74,22,1:55.520
207,35,1,1:29.369
207,49,2,1:31.123
207,30,3,1:31.472
207,14,4,1:31.531
207,56,5,1:31.881
207,57,6,1:31.971
207,65,7,1:32.287
207,55,8,1:32.593
207,44,9,1:32.842
207,77,10,1:32.870
207,22,11,1:33.075
207,23,12,1:33.130
207,78,13,1:33.327
207,21,14,1:33.552
207,79,15,1:33.798
207,75,16,1:33.989
207,15,17,1:34.120
207,63,18,1:34.229
207,76,19,1:34.623
207,71,20,1:34.806
207,50,21,1:34.943
207,64,22,1:35.972
208,35,1,1:16.004
208,30,2,1:16.594
208,77,3,1:16.644
208,57,4,1:16.692
208,44,5,1:16.756
208,55,6,1:16.757
208,21,7,1:16.912
208,49,8,1:16.971
208,71,9,1:17.090
208,23,10,1:17.175
208,22,11,1:17.259
208,14,12,1:17.262
208,65,13,1:17.409
208,56,14,1:17.527
208,75,15,1:17.999
208,64,16,1:18.095
208,15,17,1:18.336
208,79,18,1:18.557
208,78,19,1:18.644
208,76,20,1:18.773
208,50,21,1:18.885
208,63,22,1:19.274
209,35,1,1:24.473
209,49,2,1:25.271
209,44,3,1:25.491
209,30,4,1:25.773
209,22,5,1:25.942
209,23,6,1:26.218
209,56,7,1:26.327
209,65,8,1:26.564
209,21,9,1:26.619
209,14,10,1:26.799
209,55,11,1:27.076
209,77,12,1:27.259
209,71,13,1:27.281
209,78,14,1:27.690
209,76,15,1:28.035
209,50,16,1:28.094
209,57,17,1:28.135
209,15,18,1:28.160
209,63,19,1:28.224
209,75,20,1:28.366
209,79,21,1:28.413
209,64,22,1:28.696
210,35,1,1:23.303
210,49,2,1:23.646
210,30,3,1:23.955
210,44,4,1:24.075
210,23,5,1:24.081
210,21,6,1:24.596
210,65,7,1:24.723
210,57,8,1:24.812
210,56,9,1:24.862
210,14,10,1:25.077
210,77,11,1:25.371
210,78,12,1:25.554
210,22,13,1:25.579
210,55,14,1:25.729
210,71,15,1:25.743
210,76,16,1:26.192
210,64,17,1:26.253
210,75,18,1:26.712
210,63,19,1:26.852
210,15,20,1:26.960
210,50,21,1:27.428
210,79,22,1:28.727
211,49,1,1:18.216
211,30,2,1:18.235
211,35,3,1:18.583
211,21,4,1:18.665
211,14,5,1:18.779
211,23,6,1:18.943
211,65,7,1:19.105
211,57,8,1:19.119
211,55,9,1:19.263
211,22,10,1:19.295
211,78,11,1:19.468
211,44,12,1:19.626
211,71,13,1:19.674
211,63,14,1:19.694
211,56,15,1:19.723
211,64,16,1:19.860
211,77,17,1:20.199
211,15,18,1:20.349
211,76,19,1:20.516
211,79,20,1:20.606
211,75,21,1:20.961
211,50,22,1:21.290
212,35,1,1:16.525
212,49,2,1:16.791
212,14,3,1:17.521
212,55,4,1:17.717
212,57,5,1:17.737
212,77,6,1:18.041
212,30,7,1:18.313
212,21,8,1:18.385
212,23,9,1:18.423
212,65,10,1:18.494
212,56,11,1:18.873
212,44,12,1:19.157
212,81,13,1:19.323
212,63,14,1:20.079
212,71,15,1:20.089
212,75,16,1:20.103
212,22,17,1:20.255
212,15,18,1:20.452
212,50,19,1:20.582
212,79,20,1:20.672
212,64,21,1:21.029
212,76,22,1:21.060
213,30,1,1:18.095
213,35,2,1:18.108
213,22,3,1:18.388
213,49,4,1:18.464
213,14,5,1:18.466
213,21,6,1:18.750
213,23,7,1:18.869
213,55,8,1:18.899
213,57,9,1:18.916
213,44,10,1:19.034
213,25,11,1:19.286
213,56,12,1:19.503
213,65,13,1:19.622
213,50,14,1:20.102
213,71,15,1:20.129
213,64,16,1:20.175
213,63,17,1:20.336
213,81,18,1:20.357
213,75,19,1:20.370
213,15,20,1:20.370
213,76,21,1:20.491
213,79,22,1:21.034
214,30,1,1:14.548
214,49,2,1:14.749
214,23,3,1:14.755
214,35,4,1:14.800
214,56,5,1:14.860
214,15,6,1:14.957
214,25,7,1:14.986
214,55,8,1:15.228
214,14,9,1:15.270
214,57,10,1:15.339
214,21,11,1:15.453
214,22,12,1:15.876
214,75,13,1:15.876
214,65,14,1:16.018
214,76,15,1:16.149
214,64,16,1:16.536
214,71,17,1:16.729
214,50,18,1:16.941
214,63,19,1:17.256
214,82,20,1:17.538
214,79,21,1:17.563
214,58,22,1:18.280
215,35,1,1:21.598
215,49,2,1:21.732
215,57,3,1:21.797
215,30,4,1:21.977
215,23,5,1:22.277
215,14,6,1:22.279
215,56,7,1:22.342
215,25,8,1:22.344
215,65,9,1:22.368
215,21,10,1:22.371
215,55,11,1:22.392
215,71,12,1:23.271
215,15,13,1:23.366
215,75,14,1:23.887
215,76,15,1:24.067
215,64,16,1:24.239
215,63,17,1:24.478
215,79,18,1:24.553
215,50,19,1:25.010
215,58,20,1:25.154
215,22,21,1:25.525
215,82,22,\N
216,77,1,1:41.873
216,21,2,1:41.896
216,57,3,1:42.034
216,30,4,1:42.181
216,49,5,1:42.421
216,55,6,1:42.493
216,23,7,1:42.498
216,14,8,1:42.687
216,35,9,1:42.967
216,56,10,1:43.209
216,15,11,1:43.226
216,22,12,1:43.272
216,71,13,1:43.361
216,65,14,1:43.660
216,76,15,1:43.927
216,64,16,1:44.069
216,75,17,1:44.112
216,82,18,1:44.552
216,63,19,1:45.372
216,50,20,1:45.811
216,58,21,1:45.942
216,79,22,1:46.499
224,35,1,1:32.371
224,71,2,1:32.509
224,56,3,1:32.889
224,30,4,1:33.125
224,57,5,1:34.054
224,55,6,1:34.257
224,77,7,1:34.344
224,22,8,1:34.474
224,49,9,1:34.494
224,63,10,1:34.832
224,44,11,1:35.330
224,50,12,1:35.338
224,14,13,1:35.351
224,65,14,1:35.453
224,79,15,1:35.715
224,21,16,1:35.898
224,83,17,1:36.109
224,73,18,1:36.198
224,84,19,1:36.286
224,64,20,1:36.298
225,71,1,1:18.111
225,22,2,1:19.092
225,35,3,1:19.254
225,30,4,1:19.474
225,55,5,1:19.484
225,84,6,1:19.519
225,57,7,1:19.607
225,77,8,1:19.762
225,49,9,1:19.799
225,56,10,1:19.951
225,63,11,1:20.000
225,65,12,1:20.144
225,50,13,1:20.157
225,14,14,1:20.167
225,44,15,1:20.426
225,79,16,1:20.427
225,73,17,1:20.440
225,83,18,1:21.491
225,69,19,1:23.174
225,85,20,1:23.454
225,58,21,\N
225,64,22,\N
226,71,1,1:30.346
226,30,2,1:30.598
226,35,3,1:30.907
226,55,4,1:31.038
226,77,5,1:31.262
226,22,6,1:31.404
226,50,7,1:31.615
226,57,8,1:31.801
226,14,9,1:32.001
226,56,10,1:32.058
226,49,11,1:32.130
226,44,12,1:32.177
226,79,13,1:32.407
226,58,14,1:32.502
226,84,15,1:32.696
226,63,16,1:32.903
226,65,17,1:33.256
226,64,18,1:33.424
226,83,19,1:33.727
226,73,20,1:33.752
226,69,21,1:34.830
226,85,22,1:35.651
227,71,1,1:18.941
227,35,2,1:19.721
227,30,3,1:20.149
227,55,4,1:20.711
227,22,5,1:20.818
227,14,6,1:20.888
227,56,7,1:20.931
227,77,8,1:21.054
227,57,9,1:21.078
227,49,10,1:21.113
227,84,11,1:21.177
227,65,12,1:21.210
227,50,13,1:21.367
227,63,14,1:21.458
227,44,15,1:21.509
227,79,16,1:21.812
227,64,17,1:22.733
227,21,18,1:22.921
227,83,19,1:23.139
227,73,20,1:23.620
228,30,1,1:26.890
228,71,2,1:27.105
228,35,3,1:27.220
228,14,4,1:27.688
228,55,5,1:28.009
228,56,6,1:28.205
228,77,7,1:28.336
228,63,8,1:28.423
228,22,9,1:28.632
228,49,10,1:28.785
228,57,11,1:29.079
228,44,13,1:29.472
228,50,14,1:29.539
228,65,15,1:29.541
228,79,16,1:29.892
228,64,17,1:29.989
228,83,18,1:30.471
228,21,19,1:30.814
228,73,20,1:31.316
228,69,21,1:32.037
229,30,1,1:20.356
229,71,2,1:20.866
229,55,3,1:20.918
229,77,4,1:21.067
229,14,5,1:21.460
229,22,6,1:21.504
229,56,7,1:21.542
229,57,8,1:21.688
229,49,9,1:21.929
229,35,10,1:21.963
229,63,11,1:22.235
229,50,12,1:22.327
229,65,13,1:22.346
229,44,14,1:22.358
229,79,15,1:22.460
229,84,16,1:22.519
229,64,17,1:22.682
229,21,18,1:22.684
229,83,19,1:23.350
229,73,20,1:24.976
229,69,21,1:25.059
229,85,22,1:25.393
230,71,1,1:20.650
230,35,2,1:21.084
230,30,3,1:21.587
230,55,4,1:22.061
230,77,5,1:22.125
230,56,6,1:22.333
230,22,7,1:22.379
230,44,8,1:22.685
230,65,9,1:23.027
230,57,10,1:23.070
230,49,11,1:23.195
230,63,12,1:23.224
230,50,13,1:23.371
230,14,14,1:23.416
230,84,15,1:23.438
230,79,16,1:24.401
230,64,17,1:24.468
230,83,18,1:25.274
230,21,19,1:25.531
230,73,20,1:25.621
240,71,1,1:20.081
240,30,2,1:20.382
240,14,3,1:20.422
240,65,4,1:20.888
240,77,5,1:20.906
240,55,6,1:21.041
240,57,7,1:21.399
240,56,8,1:21.749
240,87,9,1:21.779
240,44,10,1:21.914
240,79,11,1:22.325
240,63,12,1:22.416
240,81,13,1:22.468
240,49,14,1:22.872
240,88,15,1:22.971
240,22,16,1:22.975
240,94,17,1:24.383
240,69,18,1:24.443
240,91,19,1:24.723
240,92,20,1:25.127
240,89,21,1:25.225
240,85,22,1:25.886
240,90,23,1:26.269
240,50,24,1:27.323
240,64,25,1:27.792
240,93,26,1:28.106
241,14,1,1:53.241
241,71,2,1:54.057
241,30,3,1:54.272
241,56,4,1:54.381
241,57,5,1:54.529
241,55,6,1:54.637
241,63,7,1:54.757
241,77,8,1:55.276
241,49,9,1:55.583
241,22,10,1:56.114
241,65,11,1:57.068
241,81,12,1:57.092
241,69,13,1:57.167
241,50,14,1:57.231
241,79,15,1:57.484
241,94,16,1:58.066
241,87,17,1:58.660
241,44,18,1:58.824
241,88,19,1:58.882
241,93,20,1:59.539
241,91,21,2:00.751
241,85,22,2:01.763
241,92,23,2:04.050
241,90,24,2:04.481
241,64,25,2:05.932
241,89,26,2:07.298
242,30,1,1:27.274
242,77,2,1:27.282
242,14,3,1:27.459
242,71,4,1:27.512
242,55,5,1:27.813
242,57,6,1:28.343
242,56,7,1:28.516
242,65,8,1:29.350
242,95,9,1:29.517
242,22,10,1:29.551
242,81,11,1:29.582
242,44,12,1:30.760
242,63,13,1:31.035
242,49,14,1:31.358
242,79,15,1:31.630
242,88,16,1:31.913
242,50,17,1:32.156
242,94,18,1:32.445
242,89,19,1:32.710
242,69,20,1:33.071
242,91,21,1:33.494
242,92,22,1:33.892
242,93,23,1:33.965
242,85,24,1:35.169
242,90,25,1:36.065
242,64,26,1:36.624
243,30,1,1:21.452
243,55,2,1:22.052
243,77,3,1:22.071
243,14,4,1:22.332
243,71,5,1:22.349
243,56,6,1:23.352
243,65,7,1:23.536
243,22,8,1:23.705
243,57,9,1:23.833
243,95,10,1:23.927
243,84,11,1:24.727
243,49,12,1:24.802
243,63,13,1:24.971
243,81,14,1:25.053
243,44,15,1:25.204
243,50,16,1:25.827
243,79,17,1:25.946
243,89,18,1:26.059
243,94,19,1:26.619
243,91,20,1:27.007
243,69,21,1:27.345
243,93,22,1:27.575
243,85,23,1:28.094
243,92,24,1:28.598
243,90,25,1:28.963
243,64,26,1:29.540
244,71,1,1:21.952
244,30,2,1:22.742
244,14,3,1:23.109
244,77,4,1:23.220
244,55,5,1:23.754
244,57,6,1:23.857
244,65,7,1:23.885
244,84,8,1:24.447
244,56,9,1:24.857
244,87,10,1:24.933
244,22,11,1:25.081
244,44,12,1:25.125
244,81,13,1:25.447
244,49,14,1:25.661
244,79,15,1:25.808
244,69,16,1:25.969
244,63,17,1:26.473
244,94,18,1:26.913
244,96,19,1:27.145
244,93,20,1:28.337
244,92,21,1:29.039
244,64,22,1:29.244
244,50,23,1:29.391
244,90,24,1:29.608
244,85,25,1:30.149
244,89,26,1:31.542
245,30,1,1:27.661
245,71,2,1:28.039
245,14,3,1:28.091
245,77,4,1:28.189
245,55,5,1:28.474
245,65,6,1:28.498
245,57,7,1:28.910
245,56,8,1:29.021
245,22,9,1:29.171
245,87,10,1:29.641
245,44,11,1:29.809
245,49,12,1:30.017
245,81,13,1:30.159
245,84,14,1:30.255
245,63,15,1:30.657
245,79,16,1:31.382
245,94,17,1:31.445
245,96,18,1:31.838
245,69,19,1:31.853
245,92,20,1:32.841
245,85,21,1:32.894
245,89,22,1:32.995
245,90,23,1:34.000
245,64,24,1:34.982
246,71,1,1:17.225
246,30,2,1:17.512
246,14,3,1:17.925
246,55,4,1:18.761
246,22,5,1:18.810
246,44,6,1:19.047
